filename,target,prediction
PhotoPage.java,"private static String getMediaTypeString(MediaItem item) {
        if (item.getMediaType() == MediaObject.MEDIA_TYPE_VIDEO) {
            return ""Video"";
        } else if (item.getMediaType() == MediaObject.MEDIA_TYPE_IMAGE) {
            return ""Photo"";
        } else {
            return ""Unknown:"" + item.getMediaType();
        }
    }","@Override
        public void onPanoramaSupport(MediaObject mediaObject, boolean isPanorama360) {
            updatePanoramaUI(isPanorama360);
        }"
UncachedKeyRing.java,"@VisibleForTesting
    public static UncachedKeyRing forTestingOnlyAddDummyLocalSignature(
            UncachedKeyRing uncachedKeyRing, String passphrase) throws Exception {
        PGPSecretKeyRing sKR = (PGPSecretKeyRing) uncachedKeyRing.mRing;

        PBESecretKeyDecryptor keyDecryptor = new JcePBESecretKeyDecryptorBuilder().setProvider(
                Constants.BOUNCY_CASTLE_PROVIDER_NAME).build(passphrase.toCharArray());
        PGPPrivateKey masterPrivateKey = sKR.getSecretKey().extractPrivateKey(keyDecryptor);
        PGPPublicKey masterPublicKey = uncachedKeyRing.mRing.getPublicKey();

        // add packet with ""pin"" notation data
        PGPContentSignerBuilder signerBuilder = new JcaPGPContentSignerBuilder(
                masterPrivateKey.getPublicKeyPacket().getAlgorithm(),
                PgpSecurityConstants.SECRET_KEY_BINDING_SIGNATURE_HASH_ALGO)
                .setProvider(Constants.BOUNCY_CASTLE_PROVIDER_NAME);
        PGPSignatureGenerator sGen = new PGPSignatureGenerator(signerBuilder);
        { // set subpackets
            PGPSignatureSubpacketGenerator hashedPacketsGen = new PGPSignatureSubpacketGenerator();
            hashedPacketsGen.setExportable(false, false);
            hashedPacketsGen.setNotationData(false, true, ""dummynotationdata"", ""some data"");
            sGen.setHashedSubpackets(hashedPacketsGen.generate());
        }
        sGen.init(PGPSignature.DIRECT_KEY, masterPrivateKey);
        PGPSignature emptySig = sGen.generateCertification(masterPublicKey);

        masterPublicKey = PGPPublicKey.addCertification(masterPublicKey, emptySig);
        sKR = PGPSecretKeyRing.insertSecretKey(sKR,
                PGPSecretKey.replacePublicKey(sKR.getSecretKey(), masterPublicKey));

        return new UncachedKeyRing(sKR);
    }","public static void main(String[] args) throws IOException {
            // test merge
            UncachedKeyRing ring1 = new UncachedKeyRing(new PGPPublicKeyRing(
                    new ByteArrayInputStream(
                            new byte[] {
                                    (byte) 0x30, (byte) 0x82, (byte) 0x01, (byte) 0x22, (byte) 0x30, (byte) 0x0d,
                                    (byte) 0x06, (byte) 0x09, (byte) 0x2a, (byte) 0x86, (byte) 0x48, (byte) 0x86,
                                    (byte) 0xf7, (byte) 0x0d, (byte) 0x01, (byte) 0x01, (byte) 0x01, (byte) 0x05,
                                    (byte) 0x00, (byte) 0x03, (byte) 0x82, (byte) 0x01, (byte) 0x0f, (byte) 0x00,
                                    (byte) 0x30, (byte) 0x82, (byte) 0x01, (byte) 0x0a, (byte) 0x02, (byte) 0x82,
                                    (byte) 0x01, (byte) 0x01, (byte) 0x00, (byte) 0x0a, (byte) 0x02, (byte) 0x82,
                                    (byte) 0x01, (byte) 0x01, (byte) 0x00, (byte) 0x0a, (byte) 0x02, (byte) 0x82,
                                    (byte) 0x01, (byte) 0x01, (byte) 0x00, (byte) 0x0a, (byte) 0x02, (byte) 0x82,
                                    (byte) 0x01, (byte) 0x01, (byte) 0x00, (byte) 0x0a, (byte) 0x02, (byte) 0x82,
                                    (byte) 0x01, (byte) 0x01, (byte) 0x00, (byte) 0x0a, (byte) 0x02, (byte) 0x82,"
WandOfRegrowth.java,"@Override
		public void restoreFromBundle(Bundle bundle) {
			super.restoreFromBundle(bundle);
			wandLvl = bundle.getInt(WAND_LVL);
		}","@Override
		public void restoreFromBundle(Bundle bundle) {
			super.restoreFromBundle(bundle);
			wandLvl = bundle.getInt(WAND_LVL);
		}"
GoGame.java,"public void setRemovedStones(Collection<LightCoords> removedStones) {
            if (removedStones == null)
                return;

            if (this.removedStones == null)
                this.removedStones = new ArrayList<LightCoords>(8);
            else
                this.removedStones.clear();
            this.removedStones.addAll(removedStones);
        }","public void setRemovedStones(Collection<LightCoords> removedStones) {
            if (removedStones == null)
                return;

            if (this.removedStones == null)
                this.removedStones = new ArrayList<LightCoords>(8);
            this.removedStones.addAll(removedStones);
        }"
ModuleWriter.java,"void putAttributes(final ByteVector output) {
		// 6 bytes for name, flags and version, and 5 * 2 bytes for counts.
		int moduleAttributeLength = 16 + requires.length + exports.length + opens.length + usesIndex.length
				+ provides.length;
		output.putShort(symbolTable.addConstantUtf8(Constants.MODULE)).putInt(moduleAttributeLength)
				.putShort(moduleNameIndex).putShort(moduleFlags).putShort(moduleVersionIndex).putShort(requiresCount)
				.putByteArray(requires.data, 0, requires.length).putShort(exportsCount)
				.putByteArray(exports.data, 0, exports.length).putShort(opensCount).putByteArray(opens.data, 0, opens.length)
				.putShort(usesCount).putByteArray(usesIndex.data, 0, usesIndex.length).putShort(providesCount)
				.putByteArray(provides.data, 0, provides.length);
		if (packageCount > 0) {
			output.putShort(symbolTable.addConstantUtf8(Constants.MODULE_PACKAGES)).putInt(2 + packageIndex.length)
					.putShort(packageCount).putByteArray(packageIndex.data, 0, packageIndex.length);
		}
		if (mainClassIndex > 0) {
			output.putShort(symbolTable.addConstantUtf8(Constants.MODULE_MAIN_CLASS)).putInt(2).putShort(mainClassIndex);
		}
	}","void putAttributes(final ByteVector output) {
		// Module attribute.
		output.putShort(moduleNameIndex).putShort(moduleFlags).putShort(moduleVersionIndex);
		// ModulePackages attribute.
		if (packageCount > 0) {
			output.putShort(packageCount).putShort(packageIndex.length);
			packageIndex.putShort(output);
		}
		// ModuleMainClass attribute.
		if (mainClassIndex > 0) {
			output.putShort(mainClassIndex);
		}
		// Module, ModulePackages and ModuleMainClass attributes.
		output.putShort(requiresCount).putShort(requires.length).putShort(exportsCount).putShort(exports.length)
				.putShort(opensCount).putShort(opens.length).putShort(usesIndex.length).putShort(usesIndex.length)
				.putShort(providesCount).putShort(provides.length);
		requires.putShort(output);
		exports.putShort(output);
		opens.putShort(output);
		usesIndex.putShort(output);
		provides.putShort(output);
	}"
GLCamera.java,"public void setSensorInputEnabled(boolean sensorInputEnabled) {
		this.sensorInputEnabled = sensorInputEnabled;
		if (!sensorInputEnabled) {
			// reset rotation matrix
			rotationMatrix = Calculus.createIdentityMatrix();
		}
	}","public void setSensorInputEnabled(boolean sensorInputEnabled) {
		this.sensorInputEnabled = sensorInputEnabled;
	}"
GemSwap.java,"private void saveSetting(CustomProperties prop) {
        prop.setProperty(""gemswap.bgm"", bgm);
    }","private void saveSetting(CustomProperties prop) {
        prop.setProperty(""gemswap.bgm"", bgm);
    }"
StringConcatFactory.java,"private StringConcatFactory() {
        // no instantiation
    }","static boolean isPrimitive(Class<?> c) {
        return c.isPrimitive() || c == String.class;
    }"
o11.java,"@Override // defpackage.l11
        public final void b(i00 i00Var, Number number) {
            i00Var.N(number);
        }","@Override // defpackage.l11
        public final void b(i00 i00Var, Number number) {
            i00Var.M(number.byteValue());
        }"
MettelGeneralTableauState.java,"@Override
	public Set<MettelAnnotatedExpression> equalities() {
		return equalities;
	}","@Override
	public Set<MettelTableauState> equalities() {
		return equalities;
	}"
