filename,target,prediction
HueLightHandler.java,"private int getAlertDuration(Command command) {
        int delay;
        switch (command.toString()) {
            case LightStateConverter.ALERT_MODE_LONG_SELECT:
                delay = 15000;
                break;
            case LightStateConverter.ALERT_MODE_SELECT:
                delay = 2000;
                break;
            default:
                delay = -1;
                break;
        }

        return delay;
    }","private int getAlertDuration(Command command) {
         if (command instanceof StringType) {
             StringType stringType = (StringType) command;
             if (LightStateConverter.ALERT_MODE_SELECT.equals(stringType.toString())) {
                 return 2000;
             } else if (LightStateConverter.ALERT_MODE_LONG_SELECT.equals(stringType.toString())) {
                 return 15000;
             }
         }
         return -1;
     }"
CMSGateway.java,"public boolean modifiedSince(HttpServletRequest req, long lastModified) {
        long ifModSinceStr;

        try {
            ifModSinceStr = req.getDateHeader(""If-Modified-Since"");
        } catch (IllegalArgumentException e) {
            return true;
        }

        if (ifModSinceStr < 0) {
            return true;
        }

        if (ifModSinceStr < lastModified) {
            return true; // Data must be resent
        }

        return false; // Data has not been modified
    }","public boolean isModifiedSince(long lastModified) {
         long ifModifiedSince = 0;
         String ifModifiedSinceHeader = httpReq.getHeader(""If-Modified-Since"");

         if (ifModifiedSinceHeader!= null) {
             try {
                 ifModifiedSince = Long.parseLong(ifModifiedSinceHeader);
             } catch (NumberFormatException e) {
                 logger.warn(""CMSGateway:isModifiedSince() - "" +
                         ""If-Modified-Since header is not a valid number: "" +
                         ifModifiedSinceHeader);
             }
         }

         if (ifModifiedSince == 0) {
             return true;
         }

         if (lastModified > ifModifiedSince) {
             return true;
         }

         return false;
     }"
MChatComponent.java,"@Inject(method = ""addMessage(Lnet/minecraft/network/chat/Component;Lnet/minecraft/network/chat/MessageSignature;ILnet/minecraft/client/GuiMessageTag;Z)V"",
            at = @At(value = ""INVOKE"",
                    target = ""Lnet/minecraft/client/gui/components/ComponentRenderUtils;wrapComponents(Lnet/minecraft/network/chat/FormattedText;ILnet/minecraft/client/gui/Font;)Ljava/util/List;"",
                    shift = At.Shift.AFTER
            ),
            cancellable = true
    )
    private void cancelAfterMessageStacking(CallbackInfo ci, @Share(""cancel"") LocalBooleanRef cancel) {
        if (cancel.get()) ci.cancel();
    }",}
AppStartupState.java,"public ReadOnlyBooleanProperty hasSufficientPeersForBroadcastProperty() {
        return hasSufficientPeersForBroadcast;
    }","public ReadOnlyBooleanProperty hasSufficientPeersForBroadcastProperty() {
        return hasSufficientPeersForBroadcast;
    }"
DecisionUtil.java,"public static String getModelElementName(EObject modelElement) {

		if (modelElement == null) {
			return StringUtils.EMPTY;
		}

		final MergeLabelProvider labelProvider = ESWorkspaceProviderImpl.getObserverBus().notify(
			MergeLabelProvider.class,
			true);
		if (labelProvider == null) {
			return modelElement.toString();
		}
		return labelProvider.getText(modelElement);
	}","public static String getModelElementName(EObject modelElement) {
		if (modelElement == null) {
			return StringUtils.EMPTY;
		}
		return MergeLabelProvider.getLabel(modelElement);
	}"
TableMaximumDifferenceAttribute.java,"@Override
	public boolean isId() {
		return false;
	}","@Override
	public boolean isId() {
		return false;
	}"
AnnotationTest.java,"@Test
    public void testGetAnnotationTargetPart() throws Exception {
        Annotation ann1 = manager.getEntity(""ann1"", Annotation.class);
        List<Annotatable> parts = Lists.newArrayList(ann1.getTargetParts());
        assertEquals(1, parts.size());
        assertEquals(manager.getEntity(""cd1"", Annotatable.class), parts.get(0));
    }",}
ICategorizableChannel.java,boolean isSynced();,boolean isSyncedWithParent();
UserServiceImpl.java,"@Override
    public User selectById(String userId) {
        User user = userMapper.selectById(userId);
        if (Objects.isNull(user)) {
            throw new BizException(""用户不存在"");
        }
        return user;
    }","@Override
    public Boolean modifyUserInfo(String userId, UserBody userBody) {
        User user = this.selectById(userId);
        if (StrUtil.isNotBlank(userBody.getUsername())) {
            User userByEmail = userMapper.findUserByEmail(userBody.getEmail());
            if (Objects.nonNull(userByEmail) &&!userId.equals(userByEmail.getUserId())) {
                throw new BizException(""该邮箱已经被注册"");
            }
            User userByUsername = userMapper.findUserByUsername(userBody.getUsername());
            if (Objects.nonNull(userByUsername) &&!userId.equals(userByUsername.getUserId())) {
                throw new BizException(""该用户名已经存在"");
            }
            user.setUsername(userBody.getUsername());
        }
        if (StrUtil.isNotBlank(userBody.getPhone())) {
            User userByPhone = userMapper.findUserByPhone(userBody.getPhone());
            if (Objects.nonNull(userByPhone) &&!userId.equals(userByPhone.getUserId())) {
                throw new BizException(""该手机号已经被注册"");
            }
            user.setPhone(userBody.getPhone());
        }
        if (StrUtil.isNotBlank(userBody.getNickname())) {
            user.setNickname(userBody.getNickname());
        }
        if (StrUtil.isNotBlank(userBody.getAvatar())) {
            user.setAvatar(userBody.getAvatar());
        }
        if (StrUtil.isNotBlank(userBody.getGender())) {
            user.setGender(userBody.getGender());
        }
        if (StrUtil.isNotBlank(userBody.getBirthday())) {
            user.setBirthday(userBody.getBirthday());
        }
        if (StrUtil.isNotBlank(userBody.getCountry())) {
            user.setCountry(userBody.getCountry());
        }
        if (StrUtil.isNotBlank(userBody.getProvince())) {
            user.setProvince(userBody.getProvince());
        }
        if (StrUtil.isNotBlank(userBody.getCity())) {
            user.setCity(userBody.getCity());
        }
        if (StrUtil.isNotBlank(userBody.getDistrict())) {
            user.setDistrict(userBody.getDistrict());
        }
        if (StrUtil.isNotBlank(userBody.getStreet())) {
            user.setStreet(userBody.getStreet());
        }
        if (StrUtil.isNotBlank(userBody.getDetailAddress())) {
            user.setDetailAddress(userBody.getDetailAddress());
        }
        if (StrUtil.isNotBlank(userBody.getQq())) {
            user.setQq(userBody.getQq());
        }
        if (StrUtil.isNotBlank(userBody.getWeChat())) {
            user.setWeChat(userBody.getWeChat());
        }
        if (StrUtil.isNotBlank(userBody.getWeibo())) {
            user.setWeibo(userBody.getWeibo());
        }
        if (StrUtil.isNotBlank(userBody.getGithub())) {
            user.setGithub(userBody.getGithub());
        }
        if (StrUtil.isNotBlank(userBody.getWechat())) {
            user.setWechat(userBody.getWechat());
        }"
JB2Decode.java,"@Override
protected int get_diff(
    final int        ignored,
    final NumContext rel_loc)
    throws IOException
  {
    return codeNum(BIGNEGATIVE, BIGPOSITIVE, rel_loc);
  }","@Override
protected int code_relative_location(
    final JB2Dict ignored,
    final int     rel_loc)
    throws IOException
  {
    return codeNum(0, BIGPOSITIVE, rel_loc_dist);
  }"
