filename,target,prediction
CombinedDomainXYPlotTests.java,create subplot 2...,create subplot 2...
Example3.java,Start the simulation,1. Create a new instance of the Example3 class
KNNStatistics.java,mean = mean / actualnbr;,now variance
Party.java,"* Copyright (C) 2004-2020 L2J DataPack
 * 
 * This file is part of L2J DataPack.
 * 
 * L2J DataPack is free software: you can redistribute it and/or modify
 * it under the terms of the GNU General Public License as published by
 * the Free Software Foundation, either version 3 of the License, or
 * (at your option) any later version.
 * 
 * L2J DataPack is distributed in the hope that it will be useful,
 * but WITHOUT ANY WARRANTY; without even the implied warranty of
 * MERCHANTABILITY or FITNESS FOR A PARTICULAR PURPOSE. See the GNU
 * General Public License for more details.
 * 
 * You should have received a copy of the GNU General Public License
 * along with this program. If not, see <http://www.gnu.org/licenses/>.
 */","* @lc app=label1&origin=lcof
  *
  * [101] 对称二叉树
  */"
IToifProject.java,"* get all the finding entries in this project
   * 
   * @return
   */","* get all the finding entries that are ok
    * 
    * @return
    */"
INetworkMessage.java,For now this is only used for constraining listeners */,1.1.0 */
EQAsserter.java,TODO Auto-generated constructor stub,禁止实例化
week1_26699_2.java,System.out.print(y);,Complete the code.
TwoPointCrossover.java,"end 2PointCrossover",end class TwoPointCrossover
JarBuilder.java,"* Finalizes this Jar and converts it to a {@link Jar}.
     *
     * @return the built Jar.
     * @throws IOException if the Jar cannot be converted properly.
     */","* Adds all of the classes and resources from <code>artifact</code>, and
     * optionally the manifest.
     *
     * @param artifact the artifact to read data from.
     * @param andManifest if the manifest should be taken from this artifact.
     * @throws IOException if the reading fails, or if the Jar output fails.
     */"
AbstractorCC.java,"* Setea el nombre del Geon que reprensenta al evento que se
     * recibe como parametro
     * @param eventName nombre del evento 
     * @param geonName nombre del Geon que representa al evento 
     */","* Retorna el color que representa al evento que se recibe como parametro
      * @param eventName nombre del evento 
      * @return color Color que representa al evento que se recibe como parametro
      */"
EmiFrameFormat.java,"* RAW means the raw format on the medium
    */","* 0x00: 16-bit address, 16-bit data, 16-bit CRC
     */"
ARAugmentedImage.java,"* 获取识别的图片在配置到ARAugmentedImageDatabase的Index（从0开始，调用ARAugmentedImageDatabase.addImage()配置图片时顺序增加）。
     * @return
     */","* 获取识别出来物理图片的宽度（以米为单位）。
      * @return 宽度
      */"
FormListener.java,"* A form listener must implement the method {@link #formChanged}. Register a listener via
 * {@link IForm#addFormListener(FormListener)} in order to react to certain changes.
 */","* @noextend This class is not intended to be subclassed by clients.
  */"
EPlusEPW_TokenMaker.java,currentTokenType = Token.IDENTIFIER;,currentTokenType = Token.IDENTIFIER;
