filename,target,prediction
HueLightHandler.java,"private int getAlertDuration(Command command) {
        int delay;
        switch (command.toString()) {
            case LightStateConverter.ALERT_MODE_LONG_SELECT:
                delay = 15000;
                break;
            case LightStateConverter.ALERT_MODE_SELECT:
                delay = 2000;
                break;
            default:
                delay = -1;
                break;
        }

        return delay;
    }","private int getAlertDuration(Command command) {
        if (command instanceof StringType) {
            StringType stringType = (StringType) command;
            if (LightStateConverter.ALERT_MODE_SELECT.equals(stringType.toString())) {
                return 2000;
            } else if (LightStateConverter.ALERT_MODE_LONG_SELECT.equals(stringType.toString())) {
                return 15000;
            }
        }
        return -1;
    }"
CMSGateway.java,"public boolean modifiedSince(HttpServletRequest req, long lastModified) {
        long ifModSinceStr;

        try {
            ifModSinceStr = req.getDateHeader(""If-Modified-Since"");
        } catch (IllegalArgumentException e) {
            return true;
        }

        if (ifModSinceStr < 0) {
            return true;
        }

        if (ifModSinceStr < lastModified) {
            return true; // Data must be resent
        }

        return false; // Data has not been modified
    }","public boolean isFileModified(long lastModified) {
        String ifModifiedSince =
                getRequestHeader(CMS.HTTP_HEADER_IF_MODIFIED_SINCE);

        if (ifModifiedSince == null)
            return true;

        try {
            long ifModifiedSinceLong =
                    Long.parseLong(ifModifiedSince);

            if (ifModifiedSinceLong > lastModified)
                return true;
        } catch (NumberFormatException e) {
            return true;
        }
        return false;
    }"
MChatComponent.java,"@Inject(method = ""addMessage(Lnet/minecraft/network/chat/Component;Lnet/minecraft/network/chat/MessageSignature;ILnet/minecraft/client/GuiMessageTag;Z)V"",
            at = @At(value = ""INVOKE"",
                    target = ""Lnet/minecraft/client/gui/components/ComponentRenderUtils;wrapComponents(Lnet/minecraft/network/chat/FormattedText;ILnet/minecraft/client/gui/Font;)Ljava/util/List;"",
                    shift = At.Shift.AFTER
            ),
            cancellable = true
    )
    private void cancelAfterMessageStacking(CallbackInfo ci, @Share(""cancel"") LocalBooleanRef cancel) {
        if (cancel.get()) ci.cancel();
    }","@ModifyExpressionValue(
            method = ""addMessage(Lnet/minecraft/network/chat/Component;Lnet/minecraft/network/chat/MessageSignature;ILnet/minecraft/client/GuiMessageTag;Z)V"",
            at = @At(value = ""INVOKE"",
                    target = ""Lnet/minecraft/client/gui/components/ComponentRenderUtils;wrapComponents(Lnet/minecraft/network/chat/FormattedText;ILnet/minecraft/client/gui/Font;)Ljava/util/List;""
            )
    )
    private List<FormattedCharSequence> addMessageTags(
            List<FormattedCharSequence> lineMessages,
            Component fullMessage,
            MessageSignature signature,
            int tickDelta,
            GuiMessageTag tag,
            boolean refresh,
            @Share(""cancel"") LocalBooleanRef cancel
    ) {
        cancel.set(false);
        if (Boolean.FALSE.equals(Config.get(FMessageStacking.INSTANCE))) {
            return lineMessages;
        }

        // trimmedMessages[0] is the most recent message
        var lineCount = lineMessages.size();
        if (trimmedMessages.size() < lineCount) return lineMessages;
        if (trimmedMessages.size() > lineCount) {
            if (!trimmedMessages.get(lineCount).endOfEntry()) return lineMessages;
        }

        // reset and return if messages aren't equal
        for (var index = 0; index < lineCount; index++) {
            var line1 = trimmedMessages.get(index);
            var line2 = lineMessages.get(lineCount - 1 - index);
            var endsEarly = index!= 0 && line1.endOfEntry();
            if (!FormattedCharSequenceExtensions.looksLike(line1.content(), line2) || endsEarly) {
                messageStackAmount = 1;
                return lineMessages;
            }
        }

        // replace old message, with updated tags
        var newTag = MessageTags.plus(tag, RecodeMessageTags.INSTANCE.stacked(++messageStackAmount));
        for (var index = 0; index < lineCount; index++) {
            var oldLine = trimmedMessages.get(index);
            var newLine = new GuiMessage.Line(
                    oldLine.addedTime(),
                    oldLine.content(),
                    newTag,
                    oldLine.endOfEntry()
            );
            trimmedMessages.set(index, newLine);
        }

        // cancel in the next handler and return a dummy value
        cancel.set(true);
        return Collections.emptyList();
    }"
AppStartupState.java,"public ReadOnlyBooleanProperty hasSufficientPeersForBroadcastProperty() {
        return hasSufficientPeersForBroadcast;
    }","public ReadOnlyBooleanProperty hasSufficientPeersForBroadcastProperty() {
        return hasSufficientPeersForBroadcast;
    }"
DecisionUtil.java,"public static String getModelElementName(EObject modelElement) {

		if (modelElement == null) {
			return StringUtils.EMPTY;
		}

		final MergeLabelProvider labelProvider = ESWorkspaceProviderImpl.getObserverBus().notify(
			MergeLabelProvider.class,
			true);
		if (labelProvider == null) {
			return modelElement.toString();
		}
		return labelProvider.getText(modelElement);
	}","public static String getModelElementName(EObject modelElement) {
		if (modelElement == null) {
			return StringUtils.EMPTY;
		}
		return ESWorkspaceProviderImpl.getInstance().getMergeLabelProvider().getText(modelElement);
	}"
TableMaximumDifferenceAttribute.java,"@Override
	public boolean isId() {
		return false;
	}","@Override
	public boolean isId() {
		return false;
	}"
AnnotationTest.java,"@Test
    public void testGetAnnotationTargetPart() throws Exception {
        Annotation ann1 = manager.getEntity(""ann1"", Annotation.class);
        List<Annotatable> parts = Lists.newArrayList(ann1.getTargetParts());
        assertEquals(1, parts.size());
        assertEquals(manager.getEntity(""cd1"", Annotatable.class), parts.get(0));
    }","public List<Annotation> getAnnotations() {
        return annotations;
    }"
ICategorizableChannel.java,boolean isSynced();,boolean isSyncedWithParentCategory();
UserServiceImpl.java,"@Override
    public User selectById(String userId) {
        User user = userMapper.selectById(userId);
        if (Objects.isNull(user)) {
            throw new BizException(""用户不存在"");
        }
        return user;
    }",UserInfo getUserByUsername(String username);
JB2Decode.java,"@Override
protected int get_diff(
    final int        ignored,
    final NumContext rel_loc)
    throws IOException
  {
    return codeNum(BIGNEGATIVE, BIGPOSITIVE, rel_loc);
  }","@Override
protected int code_relative_location(final int ignored, final NumContext rel_loc)
    throws IOException
  {
    return codeNum(BIGNEGATIVE, BIGPOSITIVE, rel_loc);
  }"
