filename,target,prediction
HueLightHandler.java,"private StateUpdate addOsramSpecificCommands(StateUpdate lightState, OnOffType actionType) {
        if (actionType.equals(OnOffType.ON)) {
            lightState.setBrightness(254);
        } else {
            lightState.setTransitionTime(0);
        }
        return lightState;
    }","private StateUpdate addOsramSpecificCommands(StateUpdate lightState, OnOffType command) {
        if (command == OnOffType.OFF) {
            lightState.setBrightness(0);
            lightState.setColorTemperature(0);
        }
        return lightState;
    }"
EventDeserializationTest.java,"@Test
    public void test1() throws Exception {
        InputStream is = getClass().getClassLoader().getResourceAsStream(""events1.json"");
        Reader reader = new InputStreamReader(is, ""UTF-8"");
        Event[] events = mGson.fromJson(reader, Event[].class);
        is.close();
        assertThat(events).isNotNull();
        assertThat(events.length).isEqualTo(5);
        assertThat(events[0].type).isEqualTo(EventType.PING);
        assertThat(events[1].type).isEqualTo(EventType.DEVICE_DISCONNECTED);
        assertThat(events[2].type).isEqualTo(EventType.STATE_CHANGED);
        assertThat(((StateChanged.Data) events[2].data).from).isEqualTo(ModelState.IDLE);
        assertThat(events[3].type).isEqualTo(EventType.STATE_CHANGED);
        assertThat(((StateChanged.Data) events[3].data).from).isEqualTo(ModelState.SYNCING);
        assertThat(events[4].type).isEqualTo(EventType.FOLDER_SUMMARY);
        assertThat(((FolderSummary.Data) events[4].data).summary.inSyncBytes).isEqualTo(927210);
    }","@Test
    public void testStateChanged() throws Exception {
        InputStream is = getClass().getResourceAsStream(""/event/state_changed.json"");
        Reader reader = new InputStreamReader(is);
        Event event = mGson.fromJson(reader, Event.class);
        assertThat(event).isNotNull();
        assertThat(event.getType()).isEqualTo(EventType.STATE_CHANGED);
        assertThat(event.getSummary()).isNull();
        assertThat(event.getStateChanged()).isNotNull();
        assertThat(event.getStateChanged().getFolderSummary()).isNotNull();
        assertThat(event.getStateChanged().getFolderSummary().getFolder()).isNotNull();
        assertThat(event.getStateChanged().getFolderSummary().getFolder().getName()).isEqualTo(""test"");
        assertThat(event.getStateChanged().getFolderSummary().getFolder().getHash()).isEqualTo(""test"");
        assertThat(event.getStateChanged().getFolderSummary().getFolder().getHash()).isEqualTo(""test"");
        assertThat(event.getStateChanged().getFolderSummary().getFolder().getHash()).isEqualTo(""test"");
        assertThat(event.getStateChanged().getFolderSummary().getFolder().getHash()).isEqualTo(""test"");"
CMSGateway.java,"public Locale getLocale(String lang) {
        int dash = lang.indexOf('-');

        return dash == -1 ? new Locale(lang, """") : new Locale(lang.substring(0, dash), lang.substring(dash + 1));
    }","public CMSTemplate getTemplate(
            String templateName,
            HttpServletRequest req,
            ServletConfig servletConfig,
            CMSFileLoader fileLoader,
            Locale[] locales)
            throws EBaseException, IOException {
        CMSTemplate template = null;

        if (templateName == null)
            return null;

        if (templateName.startsWith(""/"")) {
            template = new CMSTemplate(templateName, req,
                    servletConfig, fileLoader, locales);
        } else {
            String templatePath = servletConfig.getInitParameter(
                    ""templatePath"");

            if (templatePath == null)
                templatePath = ""/templates"";

            template = new CMSTemplate(templatePath + ""/"" + templateName,
                    req, servletConfig, fileLoader, locales);
        }

        return template;
    }"
Config.java,"private Config() {
	}","public Message.Type getType() {
		return type;
	}"
MChatComponent.java,"@ModifyExpressionValue(method = ""render"", at = @At(value = ""INVOKE"",
            target = ""Lnet/minecraft/client/multiplayer/chat/ChatListener;queueSize()J""
    ))
    private long wrapMessageQueueSize(long size) {
        return isSideChat() ? 0 : size;
    }","@Inject(method = ""addChatMessage"", at = @At(""HEAD""), cancellable = true)
    private void injectAddChatMessage(Component message, boolean isChat, CallbackInfo ci) {
        var sideChat = asSideChatOrNull();
        if (sideChat!= null) {
            sideChat.addChatMessage(message, isChat);
            ci.cancel();
        }
    }"
LostWindow.java,"private void viewStats() {
		new StatisticsWindow();
	}","private void viewStats(){
		// TODO
		this.dispose();
	}"
AppStartupState.java,"public void onDomainServicesInitialized() {
        allDomainServicesInitialized.set(true);
    }","public ReadOnlyBooleanProperty walletAndNetworkReadyProperty() {
        return walletAndNetworkReady;
    }"
DecisionUtil.java,"public static String cutString(String str, int length, boolean addPoints) {

		if (str == null) {
			return StringUtils.EMPTY;
		}

		if (str.length() > length) {
			str = str.substring(0, length);
			if (addPoints) {
				str += DOTS;
			}
			return str;
		}

		return str;
	}","public static String shorten(String str, int length, boolean addPoints) {
		if (str == null) {
			return null;
		}
		if (str.length() <= length) {
			return str;
		}
		if (addPoints) {
			return str.substring(0, length - DOTS.length()) + DOTS;
		}
		return str.substring(0, length);
	}"
TableMaximumDifferenceAttribute.java,"@Override
	public String getDefault() {
		OdfElement parentElement = (OdfElement)getOwnerElement();
		String defaultValue = null;
		if (parentElement != null) {
			defaultValue=DEFAULT_VALUE;
		}
		return defaultValue;
	}","public static String getDefaultValue() {
		return DEFAULT_VALUE;
	}"
AnnotationTest.java,"@Test
    public void testUserHasAnnotation() throws ItemNotFound {
        UserProfile mike = manager.getEntity(""mike"", UserProfile.class);
        List<Annotation> annotations = Lists.newArrayList(mike.getAnnotations());
        List<String> bodies = annotations.stream().map(Annotation::getBody)
                .collect(Collectors.toList());
        assertTrue(bodies.contains(TEST_ANNOTATION_BODY));
    }","@Test
    public void testCreateAnnotation() {
        // Create a new annotation
        Annotation annotation = new Annotation();
        annotation.setBody(TEST_ANNOTATION_BODY);
        annotation.save();

        // Check that the annotation was created
        assertEquals(TEST_ANNOTATION_BODY, annotation.getBody());
    }"
ICategorizableChannel.java,"@Override
    @Nonnull
    ICategorizableChannelManager<?, ?> getManager();","@Nullable
    Category getCategory();"
UserServiceImpl.java,"@Override
    @SuppressWarnings(""unchecked"")
    public Object getUserPage(Page page, UserBody userBody) {

        LambdaQueryWrapper<User> wrapper = Wrappers.lambdaQuery();

        wrapper.like(StrUtil.isNotBlank(userBody.getUsername()), User::getUsername, userBody.getUsername());

        return baseMapper.selectPage(page, wrapper);
    }","@Override
    public User login(String username, String password) {
        User user = userMapper.findUserByUsername(username);
        if (Objects.isNull(user)) {
            throw new BizException(""用户不存在"");
        }
        if (!ENCODER.matches(password, user.getPassword())) {
            throw new BizException(""密码错误"");
        }
        if (user.getLockFlag().equals(CommonConstants.STATUS_LOCKED)) {
            throw new BizException(""用户被锁定"");
        }
        return user;
    }"
ConnectedSend.java,"@Test
    public static void sendToConnectedAddress() throws Exception {
        DatagramChannel sndChannel = DatagramChannel.open();
        sndChannel.bind(null);
        InetAddress address = InetAddress.getLocalHost();
        if (address.isLoopbackAddress()) {
            address = InetAddress.getLoopbackAddress();
        }
        InetSocketAddress sender = new InetSocketAddress(
            address,
            sndChannel.socket().getLocalPort());

        DatagramChannel rcvChannel = DatagramChannel.open();
        rcvChannel.bind(null);
        InetSocketAddress receiver = new InetSocketAddress(
            address,
            rcvChannel.socket().getLocalPort());

        rcvChannel.connect(sender);
        sndChannel.connect(receiver);

        ByteBuffer bb = ByteBuffer.allocate(256);
        bb.put(""hello"".getBytes());
        bb.flip();
        int sent = sndChannel.send(bb, receiver);
        bb.clear();
        rcvChannel.receive(bb);
        bb.flip();
        CharBuffer cb = Charset.forName(""US-ASCII"").newDecoder().decode(bb);
        assertTrue(cb.toString().startsWith(""h""), ""Unexpected message content"");

        rcvChannel.close();
        sndChannel.close();
    }","@Test
     public void testSend() throws Exception {
         DatagramChannel channel = DatagramChannel.open();
         InetSocketAddress address = new InetSocketAddress(""localhost"", 0);
         channel.connect(address);
         ByteBuffer buffer = ByteBuffer.allocate(10);
         buffer.put(""Hello"".getBytes());
         buffer.flip();
         channel.send(buffer, address);
         buffer.clear();
         buffer.put(""World"".getBytes());
         buffer.flip();
         channel.send(buffer, address);
         buffer.clear();
         buffer.put(""!"".getBytes());
         buffer.flip();
         channel.send(buffer, address);
         buffer.clear();
         channel.close();
     }"
JB2Decode.java,"public boolean decodeStep() throws IOException {
		if (jim instanceof JB2Image)
			recordType = code_record_B(recordType, (JB2Image) jim);
		else
			recordType = code_record_A(recordType, jim);
		if (recordType == END_OF_DATA) {
			if (!gotstartrecordp) {
				throw new IllegalStateException(""JB2Image no start"");
			}
			return true;
		}
		return false;
	}","public boolean decode(InputStream in, OutputStream out) throws IOException {
		if (recordType == 0) {
			jim = new JB2Dict(in);
			recordType = jim.getRecordType();
		}
		if (recordType == 1) {
			zp = new ZPCodec(jim.getZP());
			recordType = zp.getRecordType();
		}
		if (recordType == 2) {
			zp.decode(in, out);
			return true;
		}
		return false;
	}"
