filename,target,prediction
DrawTextPathAttribute.java,TODO: validation handling/logging,log.error(e.getMessage());
FreezeHandleSnowballExplosion.java,TODO Investigate this further. Probably height dependent or something.,Distance * 100
ListsRouter.java,"Yuck, but simple to do for the first round impl...",test if the route exists
ReticulatedEvolutionOnTrees.java,take care of index starting at 1 (!!!),
AvatarMapInteract.java,"I took a leaf out of Josh's book, when thinking about it I think this better describes whats going on since",TODO: Add a way to get the current location of the avatar
Bug4971605.java,"* @test
 * @bug 4971605
 * @library /javax/xml/jaxp/libs /javax/xml/jaxp/unittest
 * @run testng/othervm -DrunSecMngr=true validation.Bug4971605
 * @run testng/othervm validation.Bug4971605
 * @summary Test SchemaFactory.newSchema(Source) returns a Schema instance for DOMSource.
 */","This test is to validate the XML schema for the XML file.
    The XML file is generated by the XML schema.
    The XML file is validated by the XML schema.
    The XML file is validated by the XML schema.
    The XML file is validated by the XML schema.
    The XML file is validated by the XML schema.
    The XML file is validated by the XML schema."
CommandUtil.java,TODO: implement better permissions system,"if (player.hasPermission(""extremelyd1.admin"")) {"
TimberLogTree.java,Workaround for devices that doesn't show lower priority logs,if (BuildConfig.DEBUG) {
SumOfError.java,TODO validate number of inputs etc,Get the individual's data
ConnexionJeu.java,"TODO",Envoi d'une trame de message
PlayerProfile.java,"This document is temporary, meaning it is not going to load into profile, only for record purpose",This is to prevent the player from being saved when the player is not online
KCDefaultBrowser.java,fixed this: android.util.AndroidRuntimeException: Calling startActivity() from outside of an Activity  context requires the FLAG_ACTIVITY_NEW_TASK flag. Is this really what you want?,intent.addFlags(Intent.FLAG_ACTIVITY_NEW_TASK);
ConcurrentAutoIntTable.java,Too much contention; double array size in an effort to reduce contention,"if (_resizerUpdater.compareAndSet(this, 0, 1)) {"
SpeedA.java,"Thanks to sprit for this check - modified it to fit with the base, its usually much better :/",check if they are on ground
GuiMenu_Party_Settings.java,TODO request packet to sync other players data,TODO Auto-generated method stub
OshiApp.java,TODO: Add this to the interface,test the device
PaymentFakeTask.java,"nothing to do -- ageing process would probably started by real","LOG.info(""failure: "" + userId + "" retry: "" + retry);"
TestGetProActiveHome.java,Hack to unset PA_HOME,test if the default runtime is created
ChangeNumericalEvaluationCommand.java,"pop previous command from undo stack and do nothing, workaround due to Eclipse GEF API shortcomings",undo previous command
AnswerJoinPartyRoom.java,TODO,test if the requester is in the party
