filename,target,prediction
DrawTextPathAttribute.java,"@Override
	public boolean hasDefault() {
		return getOwnerElement() == null ? false : true;
	}","@Override
	public boolean hasDefault() {
		return false;
	}"
ListsRouter.java,"public void clear() {
        routeSet.clear();
        routesToAdd.clear();
        routesToRemove.clear();

        sourceMap.clear();

        for(int i = 0; i < sourceCount; i++)
            routeList[i] = null;

        sourceCount = 0;
    }","public void clear() {
         routeSet.clear();
         routesToAdd.clear();
         routesToRemove.clear();
         sourceCount = 0;
         sourceMap.clear();
         routeList = null;
         routeTmp = null;
     }"
ReticulatedEvolutionOnTrees.java,"private TaxaSet[] computeInducedProblem(Taxa taxa, Splits splits, NodeSet component, Graph incompGraph, Taxa inducedTaxa, Splits inducedSplits) throws NotOwnerException, SplitsException {

        // compute the matrix: sepMatrix[i][j] equals the number of splits in component
        // that separate i and j
        int[][] sepMatrix = new int[taxa.getNtax() + 1][taxa.getNtax() + 1];

        Iterator it = component.iterator();
        while (it.hasNext()) {
            Node vs = (Node) it.next();
            TaxaSet s = splits.get(((Pair) incompGraph.getInfo(vs)).getFirstInt());
            for (int t1 = s.getBits().nextSetBit(1); t1 > 0; t1 = s.getBits().nextSetBit(t1 + 1)) {
                for (int t2 = s.getBits().nextClearBit(1); t2 <= taxa.getNtax(); t2 = s.getBits().nextClearBit(t2 + 1)) {
                    sepMatrix[t2][t1] = ++sepMatrix[t1][t2];
                }
            }
        }

        // detect equivalence classes of non-separated taxa
        List equivClasses = new LinkedList();

        int[] orig2inducedTaxa = new int[taxa.getNtax() + 1];
        BitSet seen = new BitSet();
        int numInducedTaxa = 0;
        for (int t1 = 1; t1 <= taxa.getNtax(); t1++) {
            if (!seen.get(t1)) {
                numInducedTaxa++;
                TaxaSet aClass = new TaxaSet();
                aClass.set(t1);
                seen.set(t1);
                orig2inducedTaxa[t1] = numInducedTaxa;

                for (int t2 = t1 + 1; t2 <= taxa.getNtax(); t2++) {
                    if (sepMatrix[t1][t2] == 0) {
                        aClass.set(t2);
                        orig2inducedTaxa[t2] = numInducedTaxa;
                        seen.set(t2);
                    }
                }
                equivClasses.add(aClass);
            }
        }
        // convert list into array:
        TaxaSet[] induced2origTaxa = new TaxaSet[numInducedTaxa + 1];
        for (int t = 1; t <= numInducedTaxa; t++)
            induced2origTaxa[t] = (TaxaSet) equivClasses.get(t - 1);

        // make induced taxon set:
        inducedTaxa.setNtax(numInducedTaxa);
        for (int t = 1; t <= inducedTaxa.getNtax(); t++)
            inducedTaxa.setLabel(t, ""t"" + t);

        // make induced splits set:
        Set newSplitSet = new HashSet();

        it = component.iterator();
        while (it.hasNext()) {
            Node vs = (Node) it.next();
            TaxaSet origSplit = splits.get(((Pair) incompGraph.getInfo(vs)).getFirstInt());
            TaxaSet newSplit = new TaxaSet();
            for (int t = origSplit.getBits().nextSetBit(1); t > 0; t = origSplit.getBits().nextSetBit(t + 1))
                newSplit.set(orig2inducedTaxa[t]);
            newSplitSet.add(newSplit);
        }

        inducedSplits.setNtax(inducedTaxa.getNtax());
        it = newSplitSet.iterator();
        while (it.hasNext()) {
            inducedSplits.add((TaxaSet) it.next());
        }

        for (int t = 1; t <= inducedTaxa.getNtax(); t++) {
            //System.err.println(""# induced "" + t + "" -> "" + orig2inducedTaxa[t]);
        }

        return induced2origTaxa;
    }","private TaxaSet[] computeInducedProblem(Taxa taxa, Splits splits, NodeSet comp, Graph graph, Taxa inducedTaxa, Splits inducedSplits) throws NotOwnerException {
         //System.err.println(""computeInducedProblem: "" + comp.size());
         Node[] comp2node = new Node[comp.size()];
         comp2node[0] = null;
         for (int i = 1; i < comp.size(); i++) {
             comp2node[i] = comp.getNode(i);
         }
         //System.err.println(""comp2node: "" + comp2node.length);
         //System.err.println(""comp2node: "" + comp2node[0]);
         //System.err.println(""comp2node: "" + comp2node[1]);
         //System.err.println(""comp2node: "" + comp2node[2]);
         //System.err.println(""comp2node: "" + comp2node[3]);
         //System.err.println(""comp2node: "" + comp2node[4]);"
SumOfError.java,"public void setInputVariables(Variable[] inputVariables) {
        this.inputVariables = inputVariables;
    }","public void setInputVariables(Variable[] inputVariables) {
         if (autoConfig) {
             this.inputVariables = inputVariables;
         }
     }"
PlayerProfile.java,"public void setPlayerState(PlayerState playerState) {
        this.playerState = playerState;

        //getPlayer might be null because PlayerProfile.setPlayerState might be trigger when player disconnects
        if (getPlayer() != null) {
            VisibilityController.updateVisibility(getPlayer());
        }
    }","public void setPlayer(Player player) {
         if (Util.isNPC(uniqueId)) {
             Eden.INSTANCE.getHookManager().getCitizensHook().setNPCPlayer(uniqueId, player);
         } else {
             Bukkit.getPlayer(uniqueId).setPlayerListName(player.getName());
         }
     }"
ConcurrentAutoIntTable.java,"public long estimate_sum() {
            // For short tables, just do the work
            if (_t.length <= 64) return sum();
            // For bigger tables, periodically freshen a cached value
            long millis = System.currentTimeMillis();
            if (_fuzzy_time != millis) { // Time marches on?
                _fuzzy_sum_cache = sum(); // Get sum the hard way
                _fuzzy_time = millis;   // Indicate freshness of cached value
            }
            return _fuzzy_sum_cache;  // Return cached sum
        }","public long estimate_sum() {
            long sum = _next == null? 0 : _next.estimate_sum(); // Recursively get cached sum
            final int[] t = _t;
            for (int cnt : t) sum += cnt;
            if (sum!= _fuzzy_sum_cache) {
                _fuzzy_sum_cache = sum;
                _fuzzy_time = System.currentTimeMillis();
            }
            return sum;
        }"
OshiApp.java,"@Override
			public void run() {
				System.out.println();
				System.out.println(""Exiting..."");
			}","@Override
				public void run() {
					System.out.println(""Shutting down"");
					OshiApp.this.quit();
				}"
PaymentFakeTask.java,"public boolean process(PaymentDTOEx paymentInfo) throws PluggableTaskException {
        LOG.debug(""processing "" + paymentInfo + "" cc number is "" + paymentInfo.getCreditCard().getNumber());
        Result result = doFakeAuthorization(paymentInfo, null);
        LOG.debug(""result "" + result);
        return result.shouldCallOtherProcessors();
    }","@Override
    public void process(PaymentDTOEx payment, PaymentResultDAS result) throws PluggableTaskException {
        if (myShouldBlockOtherProcessors) {
            if (myFilter.accept(payment)) {
                result.setResult(PaymentResultDAS.RESULT_SUCCESS);
            } else {
                result.setResult(PaymentResultDAS.RESULT_FAILURE);
            }
        } else {
            if (myFilter.accept(payment)) {
                result.setResult(PaymentResultDAS.RESULT_SUCCESS);
            } else {
                result.setResult(PaymentResultDAS.RESULT_FAILURE);
            }
        }
    }"
ChangeNumericalEvaluationCommand.java,"public void redo() {
        testPreConditions();

        for (Iterator iter = intElementStates.iterator(); iter.hasNext();) {
            IElementState ies = (IElementState) iter.next();
            esm.setIntentionalElementEvaluation(ies.intElemRef.getDef(), ies.newEval);
        }

        testPostConditions();
    }","public void redo() {
        for (Iterator iter = intElementStates.iterator(); iter.hasNext();) {
            IElementState ies = (IElementState) iter.next();
            esm.setEvaluation(ies.intElemRef.getDef(), ies.newEval);
        }
        esm.updateEvaluation();
    }"
HashedWheelSipTimer.java,"public boolean isStarted() {
		return started.get();
	}","public boolean isStarted() {
		return started.get();
	}"
IdentityStore.java,"BaseRole[] findRolesByUserKey(UserKey key)
            throws SSOIdentityException;",BaseRole[] findRoles(UserKey key) throws SSOIdentityException;
